"age","sexe","nivetud","occup","qualif","freres.soeurs","clso","relig","trav.imp","trav.satisf","hard.rock","lecture.bd","peche.chasse","cuisine","bricol","cinema","sport","heures.tv","age_group"
45,"Homme","Techno/Pro court","Exerce une profession","Profession intermediaire",5,"Oui","Ni croyance ni appartenance","Aussi important que le reste","Insatisfaction","Non","Non","Non","Oui","Oui","Non","Non",2,"35-49"
54,"Femme","Primaires","Exerce une profession","Employe",6,"Oui","Pratiquant regulier","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Non","Non",1,"50-64"
56,"Femme","1er cycle","Au foyer",NA,4,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",3,"50-64"
74,"Femme","Techno/Pro court","Retraite","Ouvrier specialise",1,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",5,"65+"
78,"Femme","Techno/Pro court","Retraite","Employe",0,"Oui","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Non","Oui","Oui",3,"65+"
52,"Femme","2eme cycle","Exerce une profession","Technicien",3,"Non","Pratiquant occasionnel","Aussi important que le reste","Satisfaction","Non","Non","Non","Non","Oui","Non","Non",2,"50-64"
40,"Femme","Primaires","Au foyer","Employe",7,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",2,"35-49"
36,"Homme","Techno/Pro court","Exerce une profession","Ouvrier specialise",2,"Non","Ni croyance ni appartenance","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Oui","Non","Non",0,"35-49"
45,"Homme","Techno/Pro court","Exerce une profession","Cadre",3,"Non","Pratiquant occasionnel","Aussi important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Non","Non",0.4,"35-49"
76,"Homme","Supérieur & tech","Retire des affaires",NA,1,"Oui","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Oui","Non","Non",3,"65+"
69,"Homme","Primaires","Retraite","Ouvrier specialise",0,"Ne sait pas","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",10,"65+"
44,"Homme","N'a jamais fait d'etudes","Autre inactif",NA,7,"Oui","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Non","Non","Non",4,"35-49"
31,"Femme","Techno/Pro long","Exerce une profession","Ouvrier specialise",0,"Oui","Appartenance sans pratique","Aussi important que le reste","Satisfaction","Non","Non","Non","Oui","Oui","Oui","Oui",1,"25-34"
79,"Homme","Primaires","Retraite","Profession intermediaire",5,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",6,"65+"
57,"Femme","Primaires","Exerce une profession","Ouvrier qualifie",1,"Non","Pratiquant occasionnel","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Non","Non",2,"50-64"
55,"Homme","Techno/Pro court","Exerce une profession","Ouvrier qualifie",2,"Non","Ni croyance ni appartenance","Peu important","Equilibre","Non","Non","Oui","Non","Oui","Non","Non",2,"50-64"
50,"Femme","Techno/Pro court","Exerce une profession","Employe",2,"Non","Appartenance sans pratique","Aussi important que le reste","Insatisfaction","Non","Non","Non","Non","Oui","Oui","Non",6,"50-64"
49,"Homme","Techno/Pro court","Exerce une profession","Ouvrier qualifie",3,"Oui","Pratiquant occasionnel","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Oui","Oui","Non",3,"35-49"
65,"Homme","1er cycle","Autre inactif","Ouvrier qualifie",1,"Oui","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Non","Oui","Non","Non",3,"65+"
60,"Femme","2eme cycle","Retraite","Profession intermediaire",1,"Non","Pratiquant regulier",NA,NA,"Non","Non","Oui","Non","Non","Oui","Oui",3,"50-64"
21,"Homme",NA,"Etudiant, eleve",NA,1,"Non","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Oui","Oui","Oui","Oui",1.4,"18-24"
52,"Femme","1er cycle","Exerce une profession","Employe",0,"Non","Pratiquant occasionnel","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Oui","Oui",0,"50-64"
62,"Homme","< Etudes primaires","Retraite","Ouvrier qualifie",8,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Oui","Non","Non",4,"50-64"
70,"Homme","< Etudes primaires","Retraite","Ouvrier qualifie",1,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Oui",1,"65+"
73,"Homme","< Etudes primaires","Retraite","Ouvrier specialise",2,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",2,"65+"
31,"Homme","Techno/Pro court","Exerce une profession","Ouvrier qualifie",1,"Non","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Oui","Non","Oui",2,"25-34"
25,"Femme","Supérieur & tech","Exerce une profession","Profession intermediaire",1,"Non","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Non","Non","Oui",2,"25-34"
64,"Homme","Techno/Pro court","Retraite","Ouvrier qualifie",1,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Oui","Non","Non",6,"50-64"
24,"Homme","Techno/Pro court","Chomeur","Ouvrier specialise",8,"Oui","Ni croyance ni appartenance",NA,NA,"Non","Non","Oui","Oui","Oui","Non","Non",2,"18-24"
72,"Femme","1er cycle","Retire des affaires",NA,2,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",4,"65+"
37,"Femme","2eme cycle","Exerce une profession","Employe",6,"Non","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Oui","Oui",0.3,"35-49"
48,"Femme","Primaires","Exerce une profession","Ouvrier qualifie",8,"Non","Appartenance sans pratique","Peu important","Equilibre","Non","Non","Non","Oui","Non","Oui","Non",2,"35-49"
58,"Femme","Supérieur & tech","Au foyer",NA,3,"Non","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Non","Non","Oui","Non",2,"50-64"
32,"Femme","1er cycle","Chomeur","Ouvrier specialise",7,"Non","NSP ou NVPR",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",2,"25-34"
47,"Femme","Supérieur & tech","Exerce une profession","Autre",2,"Non","Pratiquant regulier","Moins important que le reste","Satisfaction","Non","Oui","Non","Non","Oui","Oui","Oui",0.7,"35-49"
50,"Femme","Primaires","Exerce une profession","Employe",4,"Non","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Oui","Non",2,"50-64"
38,"Homme","Techno/Pro court","Exerce une profession","Ouvrier qualifie",5,"Oui","Pratiquant regulier","Moins important que le reste","Equilibre","Non","Non","Non","Non","Oui","Non","Oui",4,"35-49"
43,"Femme","1er cycle","Exerce une profession","Employe",2,"Non","Ni croyance ni appartenance","Aussi important que le reste","Equilibre","Non","Non","Non","Non","Non","Non","Non",1,"35-49"
55,"Homme","Primaires","Chomeur","Ouvrier qualifie",2,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",2,"50-64"
24,"Femme","Techno/Pro long","Chomeur","Employe",0,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",6,"18-24"
62,"Femme","Supérieur & tech","Retraite","Cadre",2,"Oui","Pratiquant regulier",NA,NA,"Non","Non","Non","Oui","Oui","Oui","Non",1,"50-64"
45,"Homme","Supérieur & tech","Exerce une profession","Technicien",0,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Oui","Non","Oui","Oui","Oui",1.4,"35-49"
44,"Homme","1er cycle","Exerce une profession","Ouvrier qualifie",4,"Non","Ni croyance ni appartenance","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Non","Non","Oui",6,"35-49"
55,"Femme","Primaires","Chomeur","Technicien",4,"Oui","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Oui","Non","Non",3,"50-64"
34,"Femme","Techno/Pro court","Au foyer",NA,7,"Ne sait pas","Rejet",NA,NA,"Non","Non","Oui","Oui","Non","Oui","Non",11,"25-34"
30,"Femme","Supérieur & tech","Exerce une profession","Employe",5,"Oui","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Non","Oui",3,"25-34"
25,"Femme","Techno/Pro court","Exerce une profession","Employe",4,"Non","Appartenance sans pratique","Moins important que le reste","Insatisfaction","Non","Non","Non","Non","Non","Oui","Non",2,"25-34"
47,"Homme","Techno/Pro court","Exerce une profession","Ouvrier qualifie",10,"Oui","Ni croyance ni appartenance","Aussi important que le reste","Satisfaction","Non","Non","Non","Non","Non","Oui","Non",0,"35-49"
28,"Femme","Supérieur & tech","Exerce une profession","Profession intermediaire",1,"Oui","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Oui","Oui",2,"25-34"
43,"Homme","2eme cycle","Exerce une profession","Technicien",5,"Non","Appartenance sans pratique","Aussi important que le reste","Equilibre","Non","Non","Non","Non","Oui","Oui","Oui",3,"35-49"
90,"Femme","Primaires","Retire des affaires",NA,2,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",3,"65+"
24,"Femme",NA,"Etudiant, eleve",NA,0,"Non","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Non","Non","Oui","Oui",2,"18-24"
51,"Femme","Primaires","Exerce une profession","Ouvrier qualifie",7,"Oui","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Non","Non",2,"50-64"
41,"Femme","Techno/Pro court","Exerce une profession","Employe",3,"Non","Pratiquant regulier","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Oui","Oui",2,"35-49"
54,"Femme","Supérieur & tech","Exerce une profession","Cadre",2,"Oui","Ni croyance ni appartenance","Moins important que le reste","Insatisfaction","Non","Oui","Non","Non","Oui","Oui","Oui",2,"50-64"
41,"Femme","Supérieur & tech","Exerce une profession","Employe",3,"Non","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Non","Oui","Non",1,"35-49"
52,"Homme","Primaires","Exerce une profession","Ouvrier qualifie",0,"Non","Ni croyance ni appartenance","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Oui","Non","Non",0,"50-64"
18,"Homme",NA,"Etudiant, eleve",NA,1,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Oui","Oui",4,"18-24"
44,"Femme","Supérieur & tech","Exerce une profession","Profession intermediaire",4,"Non","Ni croyance ni appartenance","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Non","Non","Oui",0,"35-49"
65,"Femme","Primaires","Au foyer","Employe",6,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",6,"65+"
37,"Femme","Supérieur & tech","Exerce une profession",NA,5,"Non","Pratiquant regulier","Moins important que le reste","Satisfaction","Non","Oui","Non","Oui","Non","Oui","Oui",1.4,"35-49"
45,"Homme","Supérieur & tech","Exerce une profession","Autre",2,"Non","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Non","Oui","Oui","Non",2,"35-49"
36,"Femme","Techno/Pro court","Exerce une profession","Employe",6,"Oui","Pratiquant occasionnel","Peu important","Satisfaction","Non","Non","Oui","Oui","Oui","Non","Non",3,"35-49"
46,"Homme","Techno/Pro court","Exerce une profession","Profession intermediaire",1,"Oui","Ni croyance ni appartenance","Moins important que le reste","Equilibre","Non","Non","Oui","Oui","Oui","Oui","Oui",0.6,"35-49"
29,"Femme","1er cycle","Exerce une profession","Ouvrier specialise",3,"Non","Appartenance sans pratique","Le plus important","Satisfaction","Non","Non","Non","Oui","Oui","Oui","Oui",0,"25-34"
42,"Homme","Techno/Pro court","Exerce une profession",NA,5,"Non","Pratiquant occasionnel","Aussi important que le reste","Equilibre","Non","Non","Oui","Oui","Oui","Oui","Oui",0.3,"35-49"
21,"Homme",NA,"Etudiant, eleve",NA,5,"Oui","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Oui","Oui","Oui",2,"18-24"
45,"Femme","1er cycle","Exerce une profession","Employe",8,"Oui","Pratiquant regulier","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Non","Non","Non",1,"35-49"
52,"Femme","Primaires","Autre inactif","Employe",6,"Non","NSP ou NVPR",NA,NA,"Non","Non","Oui","Oui","Non","Non","Non",6,"50-64"
30,"Homme","Techno/Pro long","Exerce une profession","Ouvrier qualifie",2,"Oui","Pratiquant occasionnel","Moins important que le reste","Equilibre","Non","Non","Non","Non","Oui","Non","Non",2,"25-34"
28,"Femme",NA,"Exerce une profession","Autre",2,"Non","Rejet","Aussi important que le reste","Equilibre","Non","Non","Non","Non","Non","Oui","Oui",3,"25-34"
76,"Homme","Primaires","Retraite","Cadre",0,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Oui","Non","Non",1,"65+"
56,"Homme","2eme cycle","Autre inactif",NA,3,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",4,"50-64"
55,"Femme","1er cycle","Exerce une profession","Employe",1,"Oui","Pratiquant regulier","Aussi important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Oui","Non",1,"50-64"
54,"Homme","Primaires","Exerce une profession","Ouvrier qualifie",1,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Non","Oui",2,"50-64"
25,"Homme","Techno/Pro long","Exerce une profession","Employe",2,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Non","Oui","Oui",2,"25-34"
42,"Homme","Supérieur & tech","Exerce une profession","Profession intermediaire",3,"Non","Appartenance sans pratique","Aussi important que le reste","Satisfaction","Non","Non","Non","Non","Oui","Oui","Oui",1,"35-49"
51,"Femme","Techno/Pro court","Exerce une profession","Employe",2,"Non","Ni croyance ni appartenance","Aussi important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Non","Non",3,"50-64"
20,"Femme","Techno/Pro court","Chomeur","Ouvrier specialise",4,"Non","Rejet",NA,NA,"Non","Non","Non","Oui","Oui","Oui","Oui",3,"18-24"
23,"Femme","Supérieur & tech","Chomeur",NA,8,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Oui","Oui","Non","Non",3,"18-24"
52,"Homme","Primaires","Exerce une profession","Ouvrier specialise",2,"Oui","Pratiquant occasionnel","Peu important","Insatisfaction","Non","Non","Non","Oui","Oui","Non","Oui",3,"50-64"
62,"Femme","2eme cycle","Retraite","Employe",0,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",0.1,"50-64"
76,"Femme","Techno/Pro court","Retraite","Employe",0,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Non","Non","Oui",1,"65+"
60,"Homme","N'a jamais fait d'etudes","Retire des affaires",NA,2,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Non","Non","Non",3,"50-64"
60,"Homme","Supérieur & tech","Exerce une profession",NA,0,"Non","Ni croyance ni appartenance","Aussi important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Non","Non",3,"50-64"
53,"Femme","N'a jamais fait d'etudes","Au foyer",NA,4,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Non","Non","Non",2,"50-64"
79,"Femme","Primaires","Retire des affaires",NA,1,"Oui","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Non","Non","Non",3,"65+"
74,"Femme","1er cycle","Retraite","Cadre",3,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Oui","Non","Non",1,"65+"
39,"Femme","Supérieur & tech","Exerce une profession","Cadre",0,"Oui","Pratiquant occasionnel","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Oui","Oui",0.3,"35-49"
48,"Homme","Techno/Pro court","Exerce une profession","Technicien",2,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Oui","Oui","Oui","Non","Non",2,"35-49"
50,"Homme","Techno/Pro court","Chomeur","Ouvrier qualifie",7,"Non","Rejet",NA,NA,"Non","Non","Non","Oui","Oui","Non","Non",1,"50-64"
47,"Homme","Techno/Pro court","Exerce une profession",NA,2,"Oui","Pratiquant occasionnel","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Non","Oui","Non",1,"35-49"
40,"Homme","Techno/Pro court","Exerce une profession","Ouvrier qualifie",5,"Oui","Pratiquant occasionnel","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Oui","Non",4,"35-49"
70,"Homme","Primaires","Retraite","Employe",9,"Oui","Pratiquant regulier",NA,NA,"Non","Non","Oui","Oui","Oui","Non","Oui",3,"65+"
49,"Femme","Techno/Pro court","Exerce une profession","Profession intermediaire",0,"Oui","Appartenance sans pratique","Moins important que le reste","Insatisfaction","Non","Non","Non","Oui","Oui","Oui","Non",2,"35-49"
30,"Homme","Supérieur & tech","Exerce une profession","Cadre",1,"Oui","Appartenance sans pratique","Aussi important que le reste","Equilibre","Non","Non","Non","Non","Non","Oui","Oui",3,"25-34"
32,"Femme","Supérieur & tech","Exerce une profession","Cadre",1,"Oui","Pratiquant occasionnel","Aussi important que le reste","Satisfaction","Non","Non","Non","Non","Non","Oui","Non",1,"25-34"
60,"Homme","N'a jamais fait d'etudes","Autre inactif","Employe",4,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Non","Non","Non",0,"50-64"
39,"Homme","1er cycle","Exerce une profession","Ouvrier specialise",3,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Non","Non",8,"35-49"
58,"Homme","Techno/Pro court","Chomeur","Ouvrier specialise",3,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Oui","Non","Non",6,"50-64"
74,"Femme","Primaires","Retire des affaires",NA,2,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",3,"65+"
43,"Homme","Techno/Pro court","Exerce une profession","Profession intermediaire",7,"Non","Rejet","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Oui","Oui",1,"35-49"
31,"Femme","Techno/Pro court","Exerce une profession","Employe",7,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Oui","Non",3,"25-34"
